business_name,contact_name,email,phone,ein,business_address,city,state,zip,ffl_license_number,ffl_license_type,ffl_expiry,sot_license_type,sot_tax_year,sot_period_start,sot_period_end,sot_control_number,sot_receipt_date,tax_exempt,sales_tax_id,notes,tier,verified,created_at
Liberty gun sales,,,(850) 572-5683,,,Milton,FL,32570,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Liberty Tree Arms llc,,,(207) 790-8037,,,Waldoboro,ME,04572,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Lionheart Militaria,,,(203) 800-5759,,,Guilford,CT,06437,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Little Jack's Guns,,,(503) 708-4740,,,Milton,FL,32570,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
L & L Arms LLC,,,(586) 321-6056,,,Clinton Township,MI,48035,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
LMI Arms,,,(512) 580-4077,,,Leander,TX,78645,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Locked and Loaded Arms, Inc",,,(281) 549-5769,,,Seabrook,TX,77586,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Lock Stock & Barrel, LLC",,,(410) 756-5625,,,Taneytown,MD,21787,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
LoneStar Handgun LLC,,,(210) 745-2956,,,Converse,TX,78109,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
Long Range Alley Gun Club,,,(318) 872-0111,,,Grand Cane,LA,71032,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Lotus Gunworks Naples/The Alamo Range,,,(239) 631-8566,,,Naples,FL,34101,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Louis Shipka Lou's Gun Shop,,,(330) 714-3414,,,Norton,OH,44256,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
LS Arsenal LLC,,,(601) 606-2143,,,Ellisville,MS,39437,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Lutac llc.,,,(940) 337-0424,,,Wichita Falls,TX,76301,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Macpherson Firearms LLC,,,(603) 706-5795,,,Chester,NH,03036,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
M.A.C. Precision LLC,,,(520) 387-6147,,,Ajo,AZ,85321,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Magers Enterprises,,,(304) 215-5107,,,Benwood,WV,26031,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Magnum Shooting Center of Colorado Springs LLC,,,(719) 487-3193,,,Colorado Springs,CO,80901,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"MAGS Indoor Shooting, LLC",,,(505) 338-2222,,,Moriarty,NM,87035,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
MAME Tactical,,,(813) 727-7275,,10330 DOROUGH RD,DADE CITY,FL,33525,1-59-101-07-6G-57776,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
Manhattan Project Armory,,,(509) 750-8339,,,Richland,WA,99352,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Marathon Development LLC,,,(803) 600-3521,,,Chapin,SC,29036,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Marksmen Firearms,,,(817) 453-8650,,,manfield,TX,76065,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Martin Stowell/Six Point Arms, LLC",,,(501) 743-9038,,,Cabot,AR,72023,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Mastershop Distributing,,,(928) 704-1110,,,Bullhead City,AZ,86429,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Mat-Su Tactical,,,(907) 357-4867,,,Wasilla,AK,99623,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"McCaysville Drug Center, inc.",,,(706) 492-4126,,,McCaysville,GA,30552,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
McCunn Specialty Firearms,,,(712) 779-4867,,,Massena,IA,50853,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Me 2 Firearms,,,(970) 285-9170,,,Parachute,CO,81635,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Meadow Ridge Archery & Gun,,,(936) 569-9880,,,Nacogdoches,TX,75961,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Men of Arms,,,(517) 997-6177,,,Charlotte,MI,48813,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Meridian Ordnance LLC,,,(859) 520-3436,,,Mount Sterling,KY,40353,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Merrimack Firearms LLC,,,(603) 424-4867,,,Merrimack,NH,03054,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Merritt Performance Armory LLC,,,(206) 356-5724,,,Edmonds,WA,98020,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
METALWERK,,,(229) 995-4182,,,Dawson,GA,39842,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
MGM Guns & Ammo,,,(469) 474-5698,,,Terrell,TX,75160,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
MICHAEL E TRENT - FFL,,,(713) 775-1375,,,Tomball,TX,77375,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Michiana Hardware LLC Michiana Firearms,,,(574) 540-2268,,,Plymouth,IN,46563,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
MidKnight Tactical LLC,,,(570) 606-1185,,100 PEAT MOSS RD STE 1,SWEET VALLEY,PA,18656,8-23-079-07-6G-16289,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
Midwest Gun Exchange,,,(574) 257-0020,,3415 GRAPE ROAD,MISHAWAKA,IN,46545,4-35-141-01-6E-36188,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
Mikes Firearms,,,(239) 961-5149,,3691 6TH AVE SE,NAPLES,FL,34117,1-59-021-07-8B-55977,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
MIKE'S OUTDOOR SPORTS,,,(850) 478-1129,,8643 PENSACOLA BLVD,PENSACOLA,FL,32534,1-59-033-01-8L-46368,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
Milan Arsenal,,,(731) 562-4867,,,Milan,TN,38358,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"MILAN ARSENAL, LLC",,,(731) 562-4867,,,MIlan,TN,38358,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Mission Outpost Outdoor Outfitters,,,(573) 451-3053,,,St. Robert,MO,65584,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Mitchell Custom Guns & Bulletworks,,,(254) 559-1551,,,Breckenridge,TX,76424,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Mitchell Munitions,,,(913) 274-5383,,,Overland Park,KS,66204,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
MJ Gunsmithing LLC,,,(262) 628-4200,,,Hubertus,WI,53033,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
MOA LLC,,,(314) 609-1911,,,St. Louis,MO,63101,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"MOA Tactical, LLC",,,(336) 419-8263,,,Reidsville,NC,27320,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Modern Elite Firearms LLC,,,(210) 281-5512,,,San Antonio,TX,78201,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Modern Outfitters,,,(469) 248-3626,,,Dallas,TX,75201,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Monarch Defense,,,(360) 603-9477,,,Bellingham,WA,98225,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Moss Pawn & Guns,,,(770) 968-4949,,6382 OLD DIXIE HWY,JONESBORO,GA,30236,1-58-063-02-8B-24001,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
Motor City Armory LLC,,,(248) 382-5664,,,Holly,MI,48442,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Motor City Gun Works, Inc.",,,(248) 481-6154,,,Keego Harbor,MI,48320,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
M&S Armory,,,(432) 290-5200,,,McCamey,TX,79752,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
MT Arms LLC,,,(814) 521-4299,,,Somerset,PA,15501,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
MTTG Corp,,,(228) 355-1985,,,Pascagoula,MS,39567,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
MVR Wholesale,,,(469) 438-9137,,,Rowlett,TX,75030,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Nevada Firearms & Training,,,(702) 562-9100,,,Henderson,NV,89002,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
New Frontier Armory,,,(702) 479-1470,,,North Las Vegas,NV,89030,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
New Frontier Outfitters,,,(610) 941-5495,,,Philadelphia,PA,19113,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Nite Reign LLC,,,(972) 523-2690,,,Sachse,TX,75048,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
NM Precision Systems LLC,,,(479) 721-2310,,,Gentry,AR,72734,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Noblix Defense Systems,,,(305) 928-5550,,,Miami,FL,33101,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
North Coast Shoters Supply,,,(503) 861-0174,,,Warrenton,OR,97146,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
NORTHEAST MUNITIONS LLC,,,(603) 854-0836,,,Manchester,NH,03101,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Northern Supply Gun & Ammo,,,(814) 946-7030,,,Altoona,PA,16601,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
North Florida Gun LLC,,,(386) 243-2776,,,Raiford,FL,32026,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Northside Gun Shop,,,(931) 486-1939,,,Columbia,TN,38401,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Northside Pawn Shop,,,(706) 322-0561,,937 FT BENNING RD,COLUMBUS,GA,31903,1-58-215-02-8K-40519,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
North Texas Pawn & Gun LLC,,,(940) 825-7296,,,Nocona,TX,76255,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Norton Sporting Goods,,,(740) 726-2716,,,Waldo,OH,43356,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
NSK Sales Co,,,(410) 833-2100,,,Boring,MD,21020,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Oakley Arms,,,(937) 316-8634,,,Fairborn,OH,45324,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Odessa Camera Center, Inc.",,,(432) 550-0211,,,Odessa,TX,79760,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Oklahoma Silencer,,,(918) 510-8465,,,Bixby,OK,74008,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Old Dominion Guns, Inc./Old Dominion Guns",,,(757) 238-3913,,,Carrollton,VA,23314,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Oliver Weapons Works,,,(623) 606-4275,,,Gilbert,AZ,85233,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
On Target Outdoors LLC,,,(360) 274-4867,,,Castle Rock,WA,98611,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Openrange Inc,,,(502) 243-8282,,,Crestwood,KY,40014,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Outdoor Pursuit,,,(515) 783-8792,,,Sac City,IA,50583,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Outlaw Gun & Tactical, LLC / Arms Authority",,,(970) 625-1050,,,Rifle,CO,81650,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Owls Roost LLC,,,(304) 266-1313,,,Linn,WV,26384,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Pacific Southwest Outfitters,,,(623) 707-9905,,,Gilbert,AZ,85233,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Pacific Trading Group llc,,,(503) 819-1612,,,Salem,OR,97301,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Paladin Lead Delivery Systems,,,(720) 864-0223,,,Firestone,CO,80520,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Palmer Gunworks LLC,,,(603) 632-7613,,,Enfield,NH,03748,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Palmetto Arms,,,(843) 851-9068,,,Summerville,SC,29486,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Papa Cap Guns,,,(404) 862-2839,,,Griffin,GA,30223,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
PARK CENTER SPORTING GOODS,,,(304) 438-5660,,506 JOHN RAINE DR,RAINELLE,WV,25962,4-55-025-02-8J-35522,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
"PATEL, YATIN DINESH",,,(313) 492-0724,,,Ecorse,MI,48229,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
PATRIOT ARMORY OF TEXAS,,,(817) 988-4552,,,Hurst,TX,76053,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Patriot firearm solutions,,,(816) 491-2319,,,Grand Valley,MO,64744,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Patriot Guns of Florida,,,(772) 349-9043,,,Port St. Lucie,FL,34952,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Patriot Silencers,,,(770) 284-3015,,,Dunwoody,GA,30338,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Patriot Supply,,,(928) 380-3885,,,Flagstaff,AZ,86001,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Patriot Works,,,(435) 340-0487,,,Manti,UT,84642,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Paul Carlson Goedde,,,(931) 433-4518,,,Fayetteville,TN,37334,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
paul's marine inc,,,(740) 549-1999,,,lewis center,OH,43035,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Payne Brothers Firearms,,,(281) 703-9882,,12225 HODGES,HOUSTON,TX,77085,5-76-201-01-8G-37284,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
PDS Company,,,(817) 781-8985,,,Fort Worth,TX,76101,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Peacemaker National Training Center,,,(304) 229-4867,,,Gerrardstown,WV,25420,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Pelican 1, LLC",,,(772) 320-9414,,,Stuart,FL,34994,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Pete's Gun Room LLC,,,(215) 872-3501,,,Skippack,PA,19474,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
P. F. Custom Guns,,,(828) 252-9487,,504 STONE RIDGE BLVD,ASHEVILLE,NC,28804,1-56-021-07-8D-16240,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
Philomath Gun Shop,,,(541) 929-2298,,,Philomath,OR,97370,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Phil’s Iron and Wood Firearms Co.,,,(412) 996-5298,,,Aspinwall,PA,15202,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Phobos Armory,,,(727) 359-3333,,,Florence,SC,29501,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Piece of Mind Firearms LLC.,,,(304) 547-0407,,,Triadelphia,WV,26059,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
PILLBOX ARMORY,,,(252) 444-0910,,,Havelock,NC,28532,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Pinnacle Firearms, LLC",,,(317) 690-9841,,,Carmel,IN,46032,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
PKAT Arms Inc,,,(252) 777-4293,,,Newport,NC,28570,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Poe's FFL,,,(405) 517-8208,,,Yukon,OK,73085,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Pointe Trap & Tactical,,,(586) 741-1643,,,Saint Clair Shores,MI,48080,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Powder Horn Armory, Ltd.",,,(937) 985-4529,,,Centerville,OH,45459,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Powder River Armory,,,(307) 337-1623,,,Mills,WY,82644,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Practacts LLC,,,(817) 300-0022,,,Grandview,TX,76050,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Precision Arms and Ammunition,,,(931) 241-8249,,,Alamo,TX,78516,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Precision Gunsmithing,,,(434) 385-5100,,,forest,VA,24551,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Private Sector Arms,,,(360) 539-7810,,,Olympia,WA,98501,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Pro Arms,,,(386) 364-GUNS,,,Live Oak,FL,32060,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Pro Gun,,,(910) 512-6021,,,Wilmington,NC,28404,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Progun Gunworks,,,(207) 380-5783,,,Boothbay,ME,04537,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
proven arms and outfitters - quantico tactical,,,(703) 910-7683,,,Woodbridge,VA,22191,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
PSS ARMS LLC,,,(336) 918-5872,,,Advance,NC,27006,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Public Gun of Pompano,,,(954) 843-0324,,,Hollywood,FL,33019,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
PWD LLC,,,(479) 567-1080,,,Pottsville,AR,72858,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Quarter Horse Arms,,,(919) 808-6480,,,Snow Camp,NC,27349,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Quiet Professional Firearms,,,(256) 474-3006,,,Huntsville,AL,35801,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Quiet Riot Firearms,,,(678) 884-6700,,,Mcdonough,GA,30252,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Rainier Arms,,,(877) 556-GUNS,,,Auburn,WA,98001,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
R and J Performance Coatings,,,(806) 239-5302,,,Lubbock,TX,79401,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
RANGEMASTERS TRAINING CENTER,,,(515) 661-4866,,,Clive,IA,50325,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Ranger Firearms & Mercantile,,,(850) 862-5486,,,Fort Walton Beach,FL,32547,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Rappahannock Arms,,,(540) 987-8549,,246 FLETCHERS MILL RD,WOODVILLE,VA,22749,1-54-157-07-6F-23970,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
"R & A Tactical, LLC",,,(417) 532-7034,,,Lebanon,MO,65536,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
